sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,source_dataset,source_file,source_row_id
phase1_07993,@nh_ch1_0i! C0_v13c-l@m-th3m_th@_t1m-v1d30_sh0p33 k13m-200k/ng@y_kh0ng-v0n. Ch1-c@n_d13n-th0@1-r@nh_15p.,1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2429
phase1_07996,M1nh-l@_Ho@ng_chuy3n-v13n d@u-tu. Nh0m_m1nh-dang-co ke_hoach-X5 t@i-kho@n m0i-ng@y. Tham-gia: t.me/copytrade_dinhcao,1,1,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2432
phase1_07999,"Ki3m-t13n_thu-nh@p_thu-dong m0i-ng@y v0i_TikTok. Kh0ng_c@n-v0n, kh0ng-k1nh_ngh13m. Nh@n_v13c-ng@y: t.me/tiktok_kiem_tien_vn",1,1,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2435
phase1_08002,B@n_co-mu0n_nh@n-100k f33 m0i-ng@y? Ch1-c@n_th@_t1m-v@_sh@r3 v1d30-TikTok. L@m_x0ng-nh@n_t13n-ng@y.,1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2438
phase1_08005,Don_hang-shopee_bi-huy. B@n-hay_dang-ky l@m-lai-don_moi k13m-hoa-hong 20% m0i-ng@y. Link: t.me/shopee_hoan_tien,1,1,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2441
phase1_08008,Du_@n_dau-tu-th0ng_m1nh! L@i-su@t 5% m0i-ng@y. Chuy3n_kho@n-v@o STK: 123456789 NH: MBBank TK: CONG TY TNHH DAU TU VA PHAT TRIEN PHU QUY,1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2444
phase1_08011,"Th@-t1m-v1d30_sh0p33 nh@n-10k/v1d30. M0i-ng@y l@m-10-nv nh@n-ng@y-100k. Kh0ng-c@n_v0n, uy-t1n_100%.",1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2447
phase1_08014,"C0-v13c_l@m-th3m_t@i-nh@ ch0_me-b1m-su@. Ch1-c@n_th@_t1m-v1d30 nh@n-200k/ng@y. Kh0ng-thu-f33, kh0ng-giu-gi@y-t0.",1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2450
phase1_08017,G1@o-v13n_hu0ng-d@n d@u-tu-Forex l@i-khung. Chuy3n-kho@n_v@o STK: 88882222 NH: Techcombank TK: CTY DAU TU QUOC TE,1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2453
phase1_08020,K13m-t13n_onl1n3-kh0ng_v0n! Th@-t1m-v1d30 nh@n-100k/ng@y. Nh@n-t13n-qu@_STK v@o-20h_hang-ng@y.,1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2456
phase1_08062,"Ch40 b4n, m1nh l4 L1nh. C0 v13c th4 t1m v1d30 T1kT0k k13m 200k-500k/ng4y k0 c4n v0n. L4m 10 phut x0ng nh4n t13n lu0n.",1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2498
phase1_08063,"Hzey b4n, m1nh l4 H4nh. Copy tr4z3 f0r3x nh4n 5tr-10tr m01 th4ng. Ch1 c4n th30 l3nh g140 v13n h3t: t.me/copytrade_v1p88",1,1,0,personal_number,Crypto / Đầu tư giả,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2499
phase1_08064,Anh-ch1_hay-chuy3n-t13n_v40 STK: 039948271101 (MB) TK: C0NG TY TNHH @M-THUC_S4CH d3 b4t d4u d4u-tu^nh@n l41-khung!,1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2500
phase1_08202,H-C-M – Telegram: E~m_S*V_m!n_h0a_c@n_tjeu_v@t. Anh_x3m_h!nh_e_t@i: t.me/hcm_sv_hot_99. qXz8,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2638
phase1_08203,H-C-M – Z-a-l-o: T-i-m b-a-n t-i-n-h k-i-n d-a-o. E-m 2-k-4 b-o-d-y c-h-u-a-n. V-a-o n-h-o-m: zalo.me/g/hcm_vip_4. mK2p,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2639
phase1_08204,"H;N - T;e;l;e;g;r;a;m: T;i\""m! b;a\""n:G;I\""a;i:X;I\""n;h. E;m:d;a\""n;g:0:H;N. L;i\""n;k: bit.ly/hn_hot_girl_1. pO9w",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2640
phase1_08205,HN – Zalo: Em_m0j_v@0_l@m_n3n_c0n_b* n9o_n. Anh_v@o_x3m_h!nh: zalo.me/g/hn_sv_88. rT5v,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2641
phase1_08206,D-N – T-e-l-e-g-r-a-m: E-m s-i-n-h v-i-e-n m-o-i l-e-n c-a-n t-i-e-n t-i-e-u. L-H: t.me/dn_be_xinh_1. nB7y,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2642
phase1_08207,"H;C;M - T;e;l;e;g;r;a;m: K;e^t:b;a\""n:v;0\""i:e\""m:1;8:t. L;i\""n;k: t.ly/hcm_teen_2. xR1c",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2643
phase1_08208,HCM – Zalo: Anh_0_HCM_mu0n_v*u_v3_kh0ng? Em_d@ng_r*nh. LH: zalo.me/g/sg_vui_ve. wE4q,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2644
phase1_08209,H-N – T-e-l-e-g-r-a-m: G-a-i x-i-n-h H-N t-i-m a-n-h t-a-m s-u d-e-m k-h-u-y-a. t.me/hn_dem_lanh. aS9m,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2645
phase1_08210,"H;N - Z;a;l;o: D;i\""c;h:v;u:p;h;u;c:v;u:t;a\""i:n;h;a. L;i\""n;k: zalo.me/g/hn_dv_vip. dF3g",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2646
phase1_08211,ĐN – Telegram: DN_m0j_v3_3m_sv_c@n_ngu0j_p_h_u. Xem_h!nh_e: t.me/dn_girls_top. gH6j,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2647
phase1_08212,H-C-M - T-e-l-e-g-r-a-m: C-o e-m g-a-i m-u-a s-i-n-h v-i-e-n. P-h-u-c v-u n-h-i-e-t t-i-n-h. t.me/hcm_sv_3. kL0o,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2648
phase1_08213,"H;C;M - Z;a;l;o: E;m:l;a\""m:t;h;e\""m:k;i\""e;m:t;i;e\""n:h;o;c. L;i\""n;k: zalo.me/g/sg_hoc_duong. zX5n",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2649
phase1_08214,HN – Telegram: HN_T3l3gr@m: Anh_c@n_tj3n_ngh!_tr*a_v*u_v3_kh0ng? LH: t.me/hn_trua_vui. cV2b,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2650
phase1_08215,H-N - Z-a-l-o: T-i-m b-a-n h-e-n h-o k-i-n d-a-o t-a-i H-a-N-o-i. zalo.me/g/hn_hen_ho_2. bN8m,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2651
phase1_08216,"D;N - T;e;l;e;g;r;a;m: E;m:m;0\""i:1;9:t:b;0\""d;y:c;h;u;a\""n. L;i\""n;k: bit.ly/dn_teen_hot. mK4p",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2652
phase1_08217,HCM – Telegram: SG_T3l3gr@m: Em_dang_0_quan_1_can_nguoj_tam_su. t.me/sg_q1_hot. pL7q,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2653
phase1_08218,H-C-M - Z-a-l-o: C-o s-l-o-t d-i c-h-o-i c-u-n-g e-m g-a-i x-i-n-h. zalo.me/g/hcm_party. qW3e,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2654
phase1_08219,"H;N - T;e;l;e;g;r;a;m: T;u\""y;e\""n:n;h;a\""n:v;i;e\""n:p;h;u;c:v;u:v;i;p. t.me/hn_vip_hr. rT9y",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2655
phase1_08220,HN – Zalo: HN_Zalo: Anh_mu0n_th*~_c@m_g!@c_m0j_kh0ng? Em_dang_cho. zalo.me/g/hn_cam_giac. tU1i,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2656
phase1_08221,D-N - T-e-l-e-g-r-a-m: D-N g-i-a-i t-r-i c-u-n-g e-m u-t n-h-o. t.me/dn_ut_nho. yI4o,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2657
phase1_08222,"H;C;M - T;e;l;e;g;r;a;m: E;m:n;0\""n:b;0\""d;y:c;u;r;v;e. L;i\""n;k: t.ly/sg_body_hot. oP7a",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2658
phase1_08223,HCM – Zalo: SG_Zalo: Em_sv_moi_len_can_tien_dong_hoc. Anh_giup_e_voi. zalo.me/g/sg_hoc_phi. sD5f,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2659
phase1_08224,H-N - T-e-l-e-g-r-a-m: P-h-o-n-g t-r-a-n-h H-a N-o-i. E-m x-i-n-h d-a-n-g r-a-n-h. t.me/hn_phong_tranh. gH8j,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2660
phase1_08225,"H;N - Z;a;l;o: K;e^t:n;0\""i:y;e\""u:t;h;u\""0;n;g:t;a\""i:H;N. L;i\""n;k: zalo.me/g/hn_love. jK2l",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2661
phase1_08226,ĐN – Telegram: DN_T3l3gr@m: Co_be_nao_xinh_dang_cho_anh_o_DN. t.me/dn_be_xinh. lZ9x,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2662
phase1_08227,H-C-M - T-e-l-e-g-r-a-m: T-i-m b-a-n d-o-n-g h-a-n-h d-e-m n-a-y t-a-i H-C-M. t.me/hcm_night. cV1b,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2663
phase1_08228,"H;C;M - Z;a;l;o: D;i\""e\""m:h;e\""n:l;y\""t;u\""0;n;g:c;h;0:a;n;h. L;i\""n;k: zalo.me/g/sg_ideal. bN4m",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2664
phase1_08229,HN – Telegram: HN_T3l3gr@m: Em_ng0n_v*u_v3_phuc_vu_tan_noi. t.me/hn_phuc_vu. mQ7w,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2665
phase1_08230,H-N - Z-a-l-o: T-u-m b-a-n t-i-n-h m-o-t d-e-m t-a-i H-a-N-o-i. zalo.me/g/hn_one_night. aS2d,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2666
phase1_08231,"D;N - T;e;l;e;g;r;a;m: G;a\""i:x;i\""n;h:D;a:N;a\""n;g:c;h;0:a;n;h. L;i\""n;k: bit.ly/dn_girls_vip. fG5h",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2667
phase1_08232,HCM – Telegram: SG_T3l3gr@m: Anh_0_dau_e_den_do. Em_20t_ngon. t.me/sg_den_tan_noi. jK9l,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2668
phase1_08233,H-C-M - Z-a-l-o: E-m l-a-m o-f-f-i-c-e r-a-n-h b-u-o-i t-r-u-a. zalo.me/g/hcm_office. hJ3k,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2669
phase1_08234,"H;N - T;e;l;e;g;r;a;m: T;i\""m! b;a\""n:h;e\""n:h;o:k;i\""n:d;a\""o. L;i\""n;k: t.ly/hn_secret. lO0p",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2670
phase1_08235,HN – Zalo: HN_Zalo: Tim_ban_gai_tam_su_dem_khuya. zalo.me/g/hn_tam_su. zX1c,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2671
phase1_08236,D-N - T-e-l-e-g-r-a-m: D-N-T-e-l-e-g-r-a-m: E-m s-i-n-h v-i-e-n m-u-o-n t-i-m a-n-h n-u-o-i. t.me/dn_sugar. vB4n,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2672
phase1_08237,"H;C;M - T;e;l;e;g;r;a;m: H;C;M:S;I\""n;h:V;i\""e^n:P;h;u\""c:V;u. L;i\""n;k: bit.ly/hcm_sv_vip. nB2m",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2673
phase1_08238,HCM – Zalo: SG_Zalo: Anh_muon_xem_anh_goi_cam_cua_em_khong? zalo.me/g/sg_sexy_pic. mQ5w,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2674
phase1_08239,H-N - T-e-l-e-g-r-a-m: H-N-T-e-l-e-g-r-a-m: G-a-i x-i-n-h g-o-i c-a-m p-h-u-c-v-u. t.me/hn_goi_cam. eR8t,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2675
phase1_08240,"H;N - Z;a;l;o: T;i\""m! b;a\""n:t;i;n;h:m;u\""a:h;e. L;i\""n;k: zalo.me/g/hn_summer. tY1u",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2676
phase1_08241,ĐN – Telegram: DN_T3l3gr@m: Em_dang_co_don_qua. Anh_den_voi_e. t.me/dn_alone. iO9p,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2677
phase1_08242,HCM-Telegram: B3_du0n9_ng0n_vU4_tr0n-cAn_A_nu0i-d3n_t@n_n0i. L1nk_T3l3: t.me/em_ngon_hcm_99 jK8n,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2678
phase1_08243,HN-Zalo: E_s!nh_v!en_m0i_l3n_cAn_t!en_tr@_ph0ng_HN. Nh@n_h!nh_Zalo: zalo.me/g/hanoi_sv_2k pM3q,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2679
phase1_08244,ĐN-Telegram: D1ch_vu_v!p_t@i_D@_N@ng_phuc_vu_A_t@n_r@ng. T3l3gr@m: t.ly/dn_vip_service xR5t,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2680
phase1_08245,HN-Telegram: E_đan9_c0_đ0n_HN-mu0n_t!m_A_t@m_su_đ3m_khu-y3. L1nk: t.me/hn_dem_khuya_88 vC2z,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2681
phase1_08246,HCM-Zalo: G@i_x!nh_S@i_G0n_cAn_t!m_M@nh_Thu0n9_Qu@n. Zalo: zalo.me/g/hcm_sugar_top bN7m,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2682
phase1_08247,HCM-Telegram: H3n_h0_k!n_đ@o-kh0ng_r@ng_bu0c-HCM. K3t_b@n: bit.ly/hcm_hen_ho_kin gY4e,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2683
phase1_08248,HN-Zalo: Sv_n9h3o_HN_đ!_kh@ch_k!em_t!en_h0c_ph1. L1nk_Zalo: zalo.me/g/hn_sv_di_khach_99 hU1o,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2684
phase1_08249,ĐN-Telegram: Đ_N@ng_vU!_v3_cun9_E_xInH_tu0i_2k. T3l3gr@m: t.me/dn_be_xinh_2k4 rO5p,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2685
phase1_08250,HCM-Telegram: E_m0i_v3_HCM_cAn_A_hu0n9_dAn_vU!_v3. Nh@n_h!nh: bit.ly/hcm_huong_dan_vui kL3d,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2686
phase1_08251,HN-Telegram: HN_Dating_v0i_G@i_xInH_nhU_m@u. T3l3gr@m: t.me/hn_dating_pro_v1p qW8s,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2687
phase1_08252,HCM-Zalo: C0_em_n90n_b0dy_chuan_cAn_t1m_b@n_tra!. Zalo: zalo.me/g/hcm_body_chuan_2k fS2h,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2688
phase1_08253,ĐN-Telegram: ĐN_mU0n_t!m_c@m_g!@c_m0i_l@. K3t_b@n: t.me/dn_cam_giac_moi yX6v,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2689
phase1_08254,HN-Zalo: Em_18t_m0i_r@_tru0n9_HN_cAn_t!m_A_nu0i. Zalo: bit.ly/hn_be_moi_18t nB4m,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2690
phase1_08255,HCM-Telegram: H-e-n-h-o-k-i-n-d-a-o-H-C-M-c-u-n-g-e-m-x-i-n-h. T-e-l-e-g-r-a-m: t.me/hcm_hen_ho_v1p aS9d,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2691
phase1_08256,HN-Zalo: T-i-m-b-a-n-t-i-n-h-d-e-m-n-a-y-t-a-i-H-a-N-o-i. Z-a-l-o: zalo.me/g/hn_ban_tinh_vip fG2h,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2692
phase1_08257,ĐN-Telegram: G-a-i-g-o-i-D-a-N-a-n-g-u-y-t-i-n-c-h-u-y-e-n-n-g-h-i-e-p. T-e-l-e: t.ly/dn_girls_pro jK5l,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2693
phase1_08258,HCM-Zalo: E-m-s-i-n-h-v-i-e-n-H-C-M-d-i-l-a-m-t-h-e-m-k-i-e-m-t-i-e-n. Z-a-l-o: bit.ly/hcm_sv_lam_them pO3i,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2694
phase1_08259,HN-Telegram: H-N-t-u-y-e-n-m-a-y-r-a-u-s-a-c-h-c-h-o-c-a-c-a-n-h. T-e-l-e: t.me/hn_rau_sach_vip zX7c,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2695
phase1_08260,ĐN-Telegram: D-u-n-g-t-h-u-v-i-d-i-c-h-v-u-h-e-n-h-o-t-a-i-D-a-N-a-n-g. T-e-l-e: t.me/dn_dating_fun vB1n,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2696
phase1_08261,HCM-Telegram: M-a-y-b-a-y-b-a-o-t-h-u-H-C-M-t-i-m-p-h-i-c-o-n-t-r-e. T-e-l-e: bit.ly/hcm_mbbg_hot mN4k,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2697
phase1_08262,HN-Zalo: G-a-i-x-i-n-h-H-a-N-o-i-s-a-n-s-a-n-g-p-h-u-c-v-u-q-u-y-a-n-h. Z-a-l-o: zalo.me/g/hn_girls_hot lK6j,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2698
phase1_08263,ĐN-Telegram: E-m-l-a-m-n-h-a-n-v-i-e-n-v-a-n-p-h-o-n-g-D-N-m-u-o-n-v-u-i. T-e-l-e: t.ly/dn_office_girl hG5f,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2699
phase1_08264,HCM-Zalo: H-C-M-c-a-n-t-i-m-n-g-u-o-i-y-e-u-h-o-p-d-o-n-g-k-i-n. Z-a-l-o: bit.ly/hcm_dating_contract dS3a,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2700
phase1_08265,HN-Telegram: H-a-N-o-i-d-i-c-h-v-u-v-i-p-t-a-i-g-i-a-c-h-o-c-a-c-a-n-h. T-e-l-e: t.me/hn_home_service qW2e,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2701
phase1_08266,ĐN-Telegram: T-i-m-e-m-g-a-i-m-u-a-h-e-D-a-N-a-n-g-c-u-c-n-h-i-e-t. T-e-l-e: bit.ly/dn_summer_girls rT9y,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2702
phase1_08267,HCM-Telegram: S-u-g-a-r-b-a-b-y-H-C-M-c-a-n-t-i-m-d-a-d-d-y-c-h-u-d-a-o. T-e-l-e: t.me/hcm_sugar_baby uI1o,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2703
phase1_08268,"HCM-Telegram: tORK;iM!ay-H_C_M-n;h4n-thu""0g-tU-quy-B;H;T,N. T-e-l-e: t.me/hcm_extreme_1 vX9z",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2704
phase1_08269,HN-Zalo: G;A;I_X;i;N;H-H;N-p:h;u;c-v;u-A-t:u-A-z. Z-a-l-o: zalo.me/g/hn_vip_extreme bN3m,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2705
phase1_08270,ĐN-Telegram: E:m-m;0;i-v;e-D;N-c;A;n-A-h;u;0;n;g-d;A;n-v;U;i. T-e-l-e: bit.ly/dn_new_girl pL7k,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2706
